dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_sum,registered_sum,cnt_sum
2012-06-07,summer,2012,June,7,not holiday,Thursday,workingday,clear,0.5,0.4848,0.82,0.1642,20,506,526,1038,6456,7494
2012-06-07,summer,2012,June,8,not holiday,Thursday,workingday,clear,0.52,0.5,0.77,0.0,20,661,681,1038,6456,7494
2012-06-07,summer,2012,June,9,not holiday,Thursday,workingday,clear,0.58,0.5455,0.68,0.0,37,300,337,1038,6456,7494
2012-06-07,summer,2012,June,10,not holiday,Thursday,workingday,clear,0.6,0.6061,0.64,0.0896,56,154,210,1038,6456,7494
2012-06-07,summer,2012,June,11,not holiday,Thursday,workingday,clear,0.66,0.6212,0.47,0.2239,67,170,237,1038,6456,7494
2012-06-07,summer,2012,June,12,not holiday,Thursday,workingday,clear,0.7,0.6364,0.42,0.0,62,274,336,1038,6456,7494
2012-06-07,summer,2012,June,13,not holiday,Thursday,workingday,clear,0.7,0.6364,0.37,0.2836,65,250,315,1038,6456,7494
2012-06-07,summer,2012,June,14,not holiday,Thursday,workingday,clear,0.72,0.6515,0.37,0.2537,67,198,265,1038,6456,7494
2012-06-07,summer,2012,June,15,not holiday,Thursday,workingday,clear,0.74,0.6515,0.3,0.0,99,234,333,1038,6456,7494
2012-06-07,summer,2012,June,16,not holiday,Thursday,workingday,clear,0.72,0.6515,0.34,0.2239,77,389,466,1038,6456,7494
2012-06-07,summer,2012,June,17,not holiday,Thursday,workingday,clear,0.72,0.6515,0.34,0.2537,91,778,869,1038,6456,7494
2012-06-07,summer,2012,June,18,not holiday,Thursday,workingday,clear,0.7,0.6364,0.34,0.2836,110,703,813,1038,6456,7494
2012-06-07,summer,2012,June,19,not holiday,Thursday,workingday,clear,0.7,0.6364,0.34,0.2836,65,537,602,1038,6456,7494
2012-06-07,summer,2012,June,20,not holiday,Thursday,workingday,clear,0.66,0.6212,0.36,0.2985,76,402,478,1038,6456,7494
2012-06-07,summer,2012,June,21,not holiday,Thursday,workingday,clear,0.62,0.6212,0.41,0.3284,30,283,313,1038,6456,7494
2012-06-07,summer,2012,June,22,not holiday,Thursday,workingday,clear,0.6,0.6212,0.46,0.1642,35,193,228,1038,6456,7494
2012-06-07,summer,2012,June,23,not holiday,Thursday,workingday,clear,0.56,0.5303,0.52,0.1343,42,135,177,1038,6456,7494
2012-06-08,summer,2012,June,0,not holiday,Friday,workingday,clear,0.56,0.5303,0.56,0.1642,18,59,77,1488,6248,7736
2012-06-08,summer,2012,June,1,not holiday,Friday,workingday,clear,0.56,0.5303,0.56,0.1642,4,25,29,1488,6248,7736
2012-06-08,summer,2012,June,2,not holiday,Friday,workingday,clear,0.56,0.5303,0.56,0.0,2,17,19,1488,6248,7736
2012-06-08,summer,2012,June,3,not holiday,Friday,workingday,clear,0.54,0.5152,0.6,0.0896,0,8,8,1488,6248,7736
2012-06-08,summer,2012,June,4,not holiday,Friday,workingday,clear,0.52,0.5,0.63,0.0,1,9,10,1488,6248,7736
2012-06-08,summer,2012,June,5,not holiday,Friday,workingday,clear,0.5,0.4848,0.72,0.1045,1,28,29,1488,6248,7736
2012-06-08,summer,2012,June,6,not holiday,Friday,workingday,clear,0.52,0.5,0.68,0.0896,8,131,139,1488,6248,7736
2012-06-08,summer,2012,June,7,not holiday,Friday,workingday,clear,0.52,0.5,0.72,0.1045,19,409,428,1488,6248,7736
2012-06-08,summer,2012,June,8,not holiday,Friday,workingday,clear,0.58,0.5455,0.6,0.0896,37,663,700,1488,6248,7736
2012-06-08,summer,2012,June,9,not holiday,Friday,workingday,clear,0.62,0.6212,0.53,0.1642,47,335,382,1488,6248,7736
2012-06-08,summer,2012,June,10,not holiday,Friday,workingday,clear,0.66,0.6212,0.47,0.2537,62,187,249,1488,6248,7736
2012-06-08,summer,2012,June,11,not holiday,Friday,workingday,clear,0.7,0.6364,0.42,0.2537,65,199,264,1488,6248,7736
2012-06-08,summer,2012,June,12,not holiday,Friday,workingday,clear,0.72,0.6515,0.39,0.3284,89,280,369,1488,6248,7736
2012-06-08,summer,2012,June,13,not holiday,Friday,workingday,clear,0.74,0.6515,0.37,0.2537,129,287,416,1488,6248,7736
2012-06-08,summer,2012,June,14,not holiday,Friday,workingday,clear,0.76,0.6667,0.31,0.3881,128,245,373,1488,6248,7736
2012-06-08,summer,2012,June,15,not holiday,Friday,workingday,clear,0.76,0.6667,0.29,0.2836,98,299,397,1488,6248,7736
2012-06-08,summer,2012,June,16,not holiday,Friday,workingday,clear,0.76,0.6667,0.29,0.2985,111,412,523,1488,6248,7736
2012-06-08,summer,2012,June,17,not holiday,Friday,workingday,clear,0.76,0.6667,0.29,0.194,114,679,793,1488,6248,7736
2012-06-08,summer,2012,June,18,not holiday,Friday,workingday,clear,0.76,0.6667,0.27,0.2239,147,576,723,1488,6248,7736
2012-06-08,summer,2012,June,19,not holiday,Friday,workingday,clear,0.74,0.6515,0.3,0.2239,95,460,555,1488,6248,7736
2012-06-08,summer,2012,June,20,not holiday,Friday,workingday,clear,0.72,0.6515,0.32,0.1343,117,291,408,1488,6248,7736
2012-06-08,summer,2012,June,21,not holiday,Friday,workingday,clear,0.7,0.6364,0.37,0.1343,83,256,339,1488,6248,7736
2012-06-08,summer,2012,June,22,not holiday,Friday,workingday,clear,0.68,0.6364,0.41,0.1045,61,230,291,1488,6248,7736
2012-06-08,summer,2012,June,23,not holiday,Friday,workingday,clear,0.64,0.6212,0.57,0.1642,52,163,215,1488,6248,7736
2012-06-09,summer,2012,June,0,not holiday,Saturday,not workingday,clear,0.64,0.6212,0.53,0.1045,54,152,206,2708,4790,7498
2012-06-09,summer,2012,June,1,not holiday,Saturday,not workingday,clear,0.64,0.6212,0.53,0.0896,34,89,123,2708,4790,7498
2012-06-09,summer,2012,June,2,not holiday,Saturday,not workingday,clear,0.64,0.6212,0.5,0.2239,21,68,89,2708,4790,7498
2012-06-09,summer,2012,June,3,not holiday,Saturday,not workingday,clear,0.62,0.6212,0.57,0.0,12,28,40,2708,4790,7498
2012-06-09,summer,2012,June,4,not holiday,Saturday,not workingday,clear,0.62,0.6212,0.57,0.0,2,6,8,2708,4790,7498
2012-06-09,summer,2012,June,5,not holiday,Saturday,not workingday,clear,0.6,0.6212,0.56,0.1045,4,15,19,2708,4790,7498
2012-06-09,summer,2012,June,6,not holiday,Saturday,not workingday,clear,0.56,0.5303,0.64,0.1045,17,63,80,2708,4790,7498
2012-06-09,summer,2012,June,7,not holiday,Saturday,not workingday,clear,0.58,0.5455,0.64,0.1045,26,61,87,2708,4790,7498
2012-06-09,summer,2012,June,8,not holiday,Saturday,not workingday,clear,0.62,0.6061,0.61,0.1045,42,202,244,2708,4790,7498
2012-06-09,summer,2012,June,9,not holiday,Saturday,not workingday,clear,0.64,0.6212,0.57,0.1642,99,241,340,2708,4790,7498
2012-06-09,summer,2012,June,10,not holiday,Saturday,not workingday,clear,0.7,0.6515,0.51,0.1045,168,298,466,2708,4790,7498
2012-06-09,summer,2012,June,11,not holiday,Saturday,not workingday,clear,0.76,0.6667,0.35,0.0,218,351,569,2708,4790,7498
2012-06-09,summer,2012,June,12,not holiday,Saturday,not workingday,clear,0.8,0.697,0.29,0.2537,196,335,531,2708,4790,7498
2012-06-09,summer,2012,June,13,not holiday,Saturday,not workingday,clear,0.82,0.697,0.24,0.2836,236,349,585,2708,4790,7498
2012-06-09,summer,2012,June,14,not holiday,Saturday,not workingday,clear,0.82,0.697,0.23,0.194,239,354,593,2708,4790,7498
2012-06-09,summer,2012,June,15,not holiday,Saturday,not workingday,clear,0.84,0.7121,0.2,0.2985,218,337,555,2708,4790,7498
2012-06-09,summer,2012,June,16,not holiday,Saturday,not workingday,clear,0.82,0.697,0.24,0.194,219,315,534,2708,4790,7498
2012-06-09,summer,2012,June,17,not holiday,Saturday,not workingday,clear,0.84,0.7121,0.24,0.0,238,257,495,2708,4790,7498
2012-06-09,summer,2012,June,18,not holiday,Saturday,not workingday,clear,0.82,0.697,0.24,0.2239,175,276,451,2708,4790,7498
2012-06-09,summer,2012,June,19,not holiday,Saturday,not workingday,clear,0.8,0.697,0.29,0.1642,128,232,360,2708,4790,7498
2012-06-09,summer,2012,June,20,not holiday,Saturday,not workingday,clear,0.76,0.6667,0.35,0.2239,125,238,363,2708,4790,7498
2012-06-09,summer,2012,June,21,not holiday,Saturday,not workingday,clear,0.74,0.6515,0.4,0.194,105,211,316,2708,4790,7498
2012-06-09,summer,2012,June,22,not holiday,Saturday,not workingday,clear,0.7,0.6515,0.58,0.1642,63,151,214,2708,4790,7498
2012-06-09,summer,2012,June,23,not holiday,Saturday,not workingday,clear,0.68,0.6364,0.61,0.1642,69,161,230,2708,4790,7498
2012-06-10,summer,2012,June,0,not holiday,Sunday,not workingday,clear,0.66,0.6212,0.69,0.1045,33,125,158,2224,4374,6598
2012-06-10,summer,2012,June,1,not holiday,Sunday,not workingday,clear,0.64,0.6061,0.73,0.1343,32,84,116,2224,4374,6598
2012-06-10,summer,2012,June,2,not holiday,Sunday,not workingday,clear,0.64,0.6061,0.69,0.1343,17,56,73,2224,4374,6598
2012-06-10,summer,2012,June,3,not holiday,Sunday,not workingday,clear,0.64,0.6061,0.73,0.1045,6,23,29,2224,4374,6598
2012-06-10,summer,2012,June,4,not holiday,Sunday,not workingday,clear,0.62,0.5909,0.78,0.0896,1,9,10,2224,4374,6598
2012-06-10,summer,2012,June,5,not holiday,Sunday,not workingday,clear,0.62,0.6061,0.69,0.0896,3,10,13,2224,4374,6598
2012-06-10,summer,2012,June,6,not holiday,Sunday,not workingday,clear,0.62,0.5909,0.73,0.0,3,27,30,2224,4374,6598
2012-06-10,summer,2012,June,7,not holiday,Sunday,not workingday,clear,0.6,0.5758,0.78,0.1045,21,41,62,2224,4374,6598
2012-06-10,summer,2012,June,8,not holiday,Sunday,not workingday,clear,0.64,0.6061,0.73,0.0896,59,122,181,2224,4374,6598
2012-06-10,summer,2012,June,9,not holiday,Sunday,not workingday,clear,0.7,0.6515,0.58,0.0,91,175,266,2224,4374,6598
2012-06-10,summer,2012,June,10,not holiday,Sunday,not workingday,clear,0.76,0.6818,0.4,0.1045,148,265,413,2224,4374,6598
2012-06-10,summer,2012,June,11,not holiday,Sunday,not workingday,clear,0.76,0.6818,0.45,0.0896,184,315,499,2224,4374,6598
2012-06-10,summer,2012,June,12,not holiday,Sunday,not workingday,clear,0.82,0.7121,0.3,0.0,173,329,502,2224,4374,6598
2012-06-10,summer,2012,June,13,not holiday,Sunday,not workingday,clear,0.84,0.7273,0.28,0.1343,204,288,492,2224,4374,6598
2012-06-10,summer,2012,June,14,not holiday,Sunday,not workingday,clear,0.84,0.7273,0.3,0.1343,186,314,500,2224,4374,6598
2012-06-10,summer,2012,June,15,not holiday,Sunday,not workingday,clear,0.84,0.7273,0.3,0.2239,159,316,475,2224,4374,6598
2012-06-10,summer,2012,June,16,not holiday,Sunday,not workingday,clear,0.84,0.7424,0.36,0.2836,173,335,508,2224,4374,6598
2012-06-10,summer,2012,June,17,not holiday,Sunday,not workingday,clear,0.82,0.7424,0.41,0.2836,184,337,521,2224,4374,6598
2012-06-10,summer,2012,June,18,not holiday,Sunday,not workingday,clear,0.82,0.7273,0.38,0.2239,164,326,490,2224,4374,6598
2012-06-10,summer,2012,June,19,not holiday,Sunday,not workingday,clear,0.82,0.7121,0.28,0.2836,115,260,375,2224,4374,6598
2012-06-10,summer,2012,June,20,not holiday,Sunday,not workingday,clear,0.76,0.6818,0.48,0.1642,113,250,363,2224,4374,6598
2012-06-10,summer,2012,June,21,not holiday,Sunday,not workingday,clear,0.72,0.6818,0.62,0.1642,83,170,253,2224,4374,6598
2012-06-10,summer,2012,June,22,not holiday,Sunday,not workingday,clear,0.7,0.6515,0.65,0.1642,42,117,159,2224,4374,6598
2012-06-10,summer,2012,June,23,not holiday,Sunday,not workingday,clear,0.72,0.6667,0.58,0.1045,30,80,110,2224,4374,6598
2012-06-11,summer,2012,June,0,not holiday,Monday,workingday,clear,0.7,0.6515,0.65,0.1045,8,33,41,1017,5647,6664
2012-06-11,summer,2012,June,1,not holiday,Monday,workingday,clear,0.66,0.6212,0.74,0.1642,9,15,24,1017,5647,6664
2012-06-11,summer,2012,June,2,not holiday,Monday,workingday,clear,0.66,0.6212,0.74,0.1045,5,12,17,1017,5647,6664
2012-06-11,summer,2012,June,3,not holiday,Monday,workingday,clear,0.64,0.5909,0.78,0.1045,2,4,6,1017,5647,6664
2012-06-11,summer,2012,June,4,not holiday,Monday,workingday,clear,0.64,0.5909,0.78,0.1343,0,7,7,1017,5647,6664
2012-06-11,summer,2012,June,5,not holiday,Monday,workingday,clear,0.64,0.5909,0.78,0.1343,1,36,37,1017,5647,6664
2012-06-11,summer,2012,June,6,not holiday,Monday,workingday,clear,0.62,0.5758,0.83,0.1045,8,136,144,1017,5647,6664
2012-06-11,summer,2012,June,7,not holiday,Monday,workingday,clear,0.64,0.5909,0.78,0.1045,25,478,503,1017,5647,6664
2012-06-11,summer,2012,June,8,not holiday,Monday,workingday,clear,0.66,0.6212,0.74,0.1343,38,613,651,1017,5647,6664
2012-06-11,summer,2012,June,9,not holiday,Monday,workingday,clear,0.7,0.6515,0.65,0.1343,57,259,316,1017,5647,6664
2012-06-11,summer,2012,June,10,not holiday,Monday,workingday,clear,0.72,0.6818,0.62,0.1642,52,95,147,1017,5647,6664
2012-06-11,summer,2012,June,11,not holiday,Monday,workingday,mist,0.76,0.6818,0.48,0.2239,59,143,202,1017,5647,6664
2012-06-11,summer,2012,June,12,not holiday,Monday,workingday,mist,0.8,0.7273,0.43,0.194,63,198,261,1017,5647,6664
2012-06-11,summer,2012,June,13,not holiday,Monday,workingday,mist,0.8,0.7121,0.41,0.2985,63,185,248,1017,5647,6664
2012-06-11,summer,2012,June,14,not holiday,Monday,workingday,mist,0.82,0.7273,0.34,0.2836,66,193,259,1017,5647,6664
2012-06-11,summer,2012,June,15,not holiday,Monday,workingday,clear,0.8,0.7121,0.41,0.3582,72,187,259,1017,5647,6664
2012-06-11,summer,2012,June,16,not holiday,Monday,workingday,mist,0.8,0.7121,0.41,0.4179,87,340,427,1017,5647,6664
2012-06-11,summer,2012,June,17,not holiday,Monday,workingday,mist,0.8,0.7121,0.41,0.3582,85,715,800,1017,5647,6664
2012-06-11,summer,2012,June,18,not holiday,Monday,workingday,mist,0.8,0.7273,0.43,0.2985,105,726,831,1017,5647,6664
2012-06-11,summer,2012,June,19,not holiday,Monday,workingday,mist,0.76,0.6818,0.48,0.3284,89,507,596,1017,5647,6664
2012-06-11,summer,2012,June,20,not holiday,Monday,workingday,mist,0.74,0.6667,0.48,0.2239,61,333,394,1017,5647,6664
2012-06-11,summer,2012,June,21,not holiday,Monday,workingday,mist,0.72,0.6667,0.58,0.194,32,218,250,1017,5647,6664
2012-06-11,summer,2012,June,22,not holiday,Monday,workingday,mist,0.72,0.6667,0.58,0.194,22,142,164,1017,5647,6664
2012-06-11,summer,2012,June,23,not holiday,Monday,workingday,mist,0.7,0.6515,0.58,0.2239,8,72,80,1017,5647,6664
2012-06-12,summer,2012,June,0,not holiday,Tuesday,workingday,mist,0.7,0.6515,0.58,0.2239,2,26,28,477,4495,4972
2012-06-12,summer,2012,June,1,not holiday,Tuesday,workingday,mist,0.68,0.6364,0.65,0.1642,5,11,16,477,4495,4972
2012-06-12,summer,2012,June,2,not holiday,Tuesday,workingday,mist,0.68,0.6364,0.65,0.194,0,6,6,477,4495,4972
2012-06-12,summer,2012,June,3,not holiday,Tuesday,workingday,mist,0.66,0.6212,0.69,0.2537,3,9,12,477,4495,4972
2012-06-12,summer,2012,June,4,not holiday,Tuesday,workingday,light rain,0.6,0.5455,0.88,0.1642,0,4,4,477,4495,4972
2012-06-12,summer,2012,June,5,not holiday,Tuesday,workingday,light rain,0.6,0.5455,0.88,0.1343,1,28,29,477,4495,4972
2012-06-12,summer,2012,June,6,not holiday,Tuesday,workingday,mist,0.6,0.5455,0.88,0.1343,6,130,136,477,4495,4972
2012-06-12,summer,2012,June,7,not holiday,Tuesday,workingday,light rain,0.62,0.5606,0.88,0.2537,16,287,303,477,4495,4972
2012-06-12,summer,2012,June,8,not holiday,Tuesday,workingday,mist,0.62,0.5606,0.88,0.2239,15,598,613,477,4495,4972
2012-06-12,summer,2012,June,9,not holiday,Tuesday,workingday,mist,0.64,0.5758,0.89,0.2836,31,254,285,477,4495,4972
2012-06-12,summer,2012,June,10,not holiday,Tuesday,workingday,light rain,0.64,0.5758,0.89,0.2836,29,96,125,477,4495,4972
2012-06-12,summer,2012,June,11,not holiday,Tuesday,workingday,light rain,0.66,0.6061,0.83,0.3582,8,57,65,477,4495,4972
2012-06-12,summer,2012,June,12,not holiday,Tuesday,workingday,light rain,0.66,0.6061,0.83,0.2537,19,76,95,477,4495,4972
2012-06-12,summer,2012,June,13,not holiday,Tuesday,workingday,light rain,0.66,0.6061,0.83,0.194,11,48,59,477,4495,4972
2012-06-12,summer,2012,June,14,not holiday,Tuesday,workingday,light rain,0.64,0.5758,0.89,0.2537,12,48,60,477,4495,4972
2012-06-12,summer,2012,June,15,not holiday,Tuesday,workingday,light rain,0.66,0.5909,0.89,0.194,22,94,116,477,4495,4972
2012-06-12,summer,2012,June,16,not holiday,Tuesday,workingday,mist,0.66,0.5909,0.89,0.2836,30,209,239,477,4495,4972
2012-06-12,summer,2012,June,17,not holiday,Tuesday,workingday,mist,0.66,0.5909,0.89,0.2836,56,625,681,477,4495,4972
2012-06-12,summer,2012,June,18,not holiday,Tuesday,workingday,clear,0.68,0.6364,0.83,0.194,57,596,653,477,4495,4972
2012-06-12,summer,2012,June,19,not holiday,Tuesday,workingday,clear,0.68,0.6364,0.83,0.194,47,444,491,477,4495,4972
2012-06-12,summer,2012,June,20,not holiday,Tuesday,workingday,clear,0.68,0.6364,0.83,0.194,36,350,386,477,4495,4972
2012-06-12,summer,2012,June,21,not holiday,Tuesday,workingday,clear,0.68,0.6364,0.83,0.1045,41,233,274,477,4495,4972
2012-06-12,summer,2012,June,22,not holiday,Tuesday,workingday,clear,0.66,0.5909,0.94,0.1045,19,188,207,477,4495,4972
2012-06-12,summer,2012,June,23,not holiday,Tuesday,workingday,light rain,0.66,0.5909,0.94,0.2239,11,78,89,477,4495,4972
2012-06-13,summer,2012,June,0,not holiday,Wednesday,workingday,mist,0.66,0.5909,0.94,0.194,7,27,34,1173,6248,7421
2012-06-13,summer,2012,June,1,not holiday,Wednesday,workingday,clear,0.64,0.5909,0.78,0.0,7,21,28,1173,6248,7421
2012-06-13,summer,2012,June,2,not holiday,Wednesday,workingday,clear,0.62,0.5758,0.83,0.1343,0,4,4,1173,6248,7421
2012-06-13,summer,2012,June,3,not holiday,Wednesday,workingday,clear,0.62,0.5758,0.83,0.194,1,7,8,1173,6248,7421
2012-06-13,summer,2012,June,4,not holiday,Wednesday,workingday,clear,0.6,0.5606,0.83,0.1343,1,9,10,1173,6248,7421
2012-06-13,summer,2012,June,5,not holiday,Wednesday,workingday,clear,0.6,0.5606,0.83,0.194,2,38,40,1173,6248,7421
2012-06-13,summer,2012,June,6,not holiday,Wednesday,workingday,clear,0.6,0.5606,0.83,0.2239,6,188,194,1173,6248,7421
2012-06-13,summer,2012,June,7,not holiday,Wednesday,workingday,clear,0.6,0.5606,0.83,0.2985,25,480,505,1173,6248,7421
2012-06-13,summer,2012,June,8,not holiday,Wednesday,workingday,mist,0.62,0.5909,0.73,0.5224,41,672,713,1173,6248,7421
2012-06-13,summer,2012,June,9,not holiday,Wednesday,workingday,mist,0.64,0.6061,0.69,0.5821,54,298,352,1173,6248,7421
2012-06-13,summer,2012,June,10,not holiday,Wednesday,workingday,mist,0.64,0.6061,0.65,0.4179,64,134,198,1173,6248,7421
2012-06-13,summer,2012,June,11,not holiday,Wednesday,workingday,mist,0.66,0.6212,0.54,0.4478,64,182,246,1173,6248,7421
2012-06-13,summer,2012,June,12,not holiday,Wednesday,workingday,mist,0.68,0.6364,0.44,0.4179,93,241,334,1173,6248,7421
2012-06-13,summer,2012,June,13,not holiday,Wednesday,workingday,mist,0.7,0.6364,0.45,0.3881,52,203,255,1173,6248,7421
2012-06-13,summer,2012,June,14,not holiday,Wednesday,workingday,mist,0.72,0.6515,0.37,0.4179,98,222,320,1173,6248,7421
2012-06-13,summer,2012,June,15,not holiday,Wednesday,workingday,clear,0.72,0.6515,0.32,0.4925,65,216,281,1173,6248,7421
2012-06-13,summer,2012,June,16,not holiday,Wednesday,workingday,clear,0.72,0.6515,0.3,0.4925,72,320,392,1173,6248,7421
2012-06-13,summer,2012,June,17,not holiday,Wednesday,workingday,clear,0.72,0.6515,0.32,0.4925,75,782,857,1173,6248,7421
2012-06-13,summer,2012,June,18,not holiday,Wednesday,workingday,clear,0.72,0.6515,0.32,0.4478,104,640,744,1173,6248,7421
2012-06-13,summer,2012,June,19,not holiday,Wednesday,workingday,clear,0.7,0.6364,0.34,0.3881,123,548,671,1173,6248,7421
2012-06-13,summer,2012,June,20,not holiday,Wednesday,workingday,clear,0.68,0.6364,0.36,0.4179,86,362,448,1173,6248,7421
2012-06-13,summer,2012,June,21,not holiday,Wednesday,workingday,clear,0.64,0.6212,0.44,0.3582,79,317,396,1173,6248,7421
2012-06-13,summer,2012,June,22,not holiday,Wednesday,workingday,clear,0.62,0.6212,0.5,0.2985,29,209,238,1173,6248,7421
2012-06-13,summer,2012,June,23,not holiday,Wednesday,workingday,clear,0.62,0.6212,0.5,0.2836,25,128,153,1173,6248,7421
2012-06-14,summer,2012,June,0,not holiday,Thursday,workingday,clear,0.6,0.6212,0.53,0.2985,3,45,48,1180,6183,7363
2012-06-14,summer,2012,June,1,not holiday,Thursday,workingday,clear,0.6,0.6212,0.56,0.2239,4,17,21,1180,6183,7363
2012-06-14,summer,2012,June,2,not holiday,Thursday,workingday,mist,0.62,0.6212,0.53,0.2537,1,8,9,1180,6183,7363
2012-06-14,summer,2012,June,3,not holiday,Thursday,workingday,mist,0.62,0.6212,0.53,0.2836,1,4,5,1180,6183,7363
2012-06-14,summer,2012,June,4,not holiday,Thursday,workingday,mist,0.6,0.6212,0.56,0.2537,0,6,6,1180,6183,7363
2012-06-14,summer,2012,June,5,not holiday,Thursday,workingday,mist,0.6,0.6212,0.56,0.2537,0,40,40,1180,6183,7363
2012-06-14,summer,2012,June,6,not holiday,Thursday,workingday,clear,0.58,0.5455,0.6,0.2836,12,169,181,1180,6183,7363
2012-06-14,summer,2012,June,7,not holiday,Thursday,workingday,clear,0.6,0.6061,0.6,0.2836,26,480,506,1180,6183,7363
2012-06-14,summer,2012,June,8,not holiday,Thursday,workingday,clear,0.6,0.6061,0.64,0.3284,37,682,719,1180,6183,7363
2012-06-14,summer,2012,June,9,not holiday,Thursday,workingday,clear,0.62,0.6061,0.61,0.2239,45,312,357,1180,6183,7363
2012-06-14,summer,2012,June,10,not holiday,Thursday,workingday,clear,0.64,0.6061,0.65,0.4179,47,132,179,1180,6183,7363
2012-06-14,summer,2012,June,11,not holiday,Thursday,workingday,clear,0.66,0.6212,0.57,0.2537,60,168,228,1180,6183,7363
2012-06-14,summer,2012,June,12,not holiday,Thursday,workingday,mist,0.66,0.6212,0.61,0.2239,55,210,265,1180,6183,7363
2012-06-14,summer,2012,June,13,not holiday,Thursday,workingday,clear,0.68,0.6364,0.57,0.1642,71,213,284,1180,6183,7363
2012-06-14,summer,2012,June,14,not holiday,Thursday,workingday,clear,0.7,0.6515,0.54,0.2836,84,214,298,1180,6183,7363
2012-06-14,summer,2012,June,15,not holiday,Thursday,workingday,clear,0.74,0.6667,0.48,0.2985,111,213,324,1180,6183,7363
2012-06-14,summer,2012,June,16,not holiday,Thursday,workingday,clear,0.72,0.6667,0.51,0.2836,70,368,438,1180,6183,7363
2012-06-14,summer,2012,June,17,not holiday,Thursday,workingday,clear,0.72,0.6667,0.48,0.2239,117,750,867,1180,6183,7363
2012-06-14,summer,2012,June,18,not holiday,Thursday,workingday,clear,0.74,0.6667,0.42,0.194,107,716,823,1180,6183,7363
2012-06-14,summer,2012,June,19,not holiday,Thursday,workingday,clear,0.7,0.6515,0.48,0.2537,96,483,579,1180,6183,7363
2012-06-14,summer,2012,June,20,not holiday,Thursday,workingday,clear,0.66,0.6212,0.65,0.2537,84,351,435,1180,6183,7363
2012-06-14,summer,2012,June,21,not holiday,Thursday,workingday,clear,0.64,0.6061,0.65,0.1642,67,270,337,1180,6183,7363
2012-06-14,summer,2012,June,22,not holiday,Thursday,workingday,mist,0.64,0.6061,0.65,0.2239,46,196,242,1180,6183,7363
2012-06-14,summer,2012,June,23,not holiday,Thursday,workingday,mist,0.62,0.6061,0.69,0.1642,36,136,172,1180,6183,7363
2012-06-15,summer,2012,June,0,not holiday,Friday,workingday,clear,0.6,0.5909,0.73,0.1642,26,68,94,1563,6102,7665
2012-06-15,summer,2012,June,1,not holiday,Friday,workingday,clear,0.58,0.5455,0.78,0.194,9,42,51,1563,6102,7665
2012-06-15,summer,2012,June,2,not holiday,Friday,workingday,clear,0.56,0.5303,0.83,0.1045,0,15,15,1563,6102,7665
2012-06-15,summer,2012,June,3,not holiday,Friday,workingday,clear,0.56,0.5303,0.83,0.1642,2,3,5,1563,6102,7665
2012-06-15,summer,2012,June,4,not holiday,Friday,workingday,clear,0.56,0.5303,0.83,0.1642,1,13,14,1563,6102,7665
2012-06-15,summer,2012,June,5,not holiday,Friday,workingday,clear,0.54,0.5152,0.88,0.1045,2,31,33,1563,6102,7665
2012-06-15,summer,2012,June,6,not holiday,Friday,workingday,clear,0.54,0.5152,0.83,0.1343,9,142,151,1563,6102,7665
2012-06-15,summer,2012,June,7,not holiday,Friday,workingday,clear,0.56,0.5303,0.83,0.1642,17,413,430,1563,6102,7665
2012-06-15,summer,2012,June,8,not holiday,Friday,workingday,clear,0.6,0.5909,0.69,0.1642,44,609,653,1563,6102,7665
2012-06-15,summer,2012,June,9,not holiday,Friday,workingday,clear,0.62,0.6061,0.65,0.1642,58,308,366,1563,6102,7665
2012-06-15,summer,2012,June,10,not holiday,Friday,workingday,clear,0.64,0.6212,0.57,0.1642,56,160,216,1563,6102,7665
2012-06-15,summer,2012,June,11,not holiday,Friday,workingday,clear,0.66,0.6212,0.5,0.194,106,180,286,1563,6102,7665
2012-06-15,summer,2012,June,12,not holiday,Friday,workingday,clear,0.7,0.6364,0.45,0.1642,111,292,403,1563,6102,7665
2012-06-15,summer,2012,June,13,not holiday,Friday,workingday,clear,0.7,0.6364,0.42,0.2537,121,272,393,1563,6102,7665
2012-06-15,summer,2012,June,14,not holiday,Friday,workingday,clear,0.72,0.6515,0.39,0.194,121,255,376,1563,6102,7665
2012-06-15,summer,2012,June,15,not holiday,Friday,workingday,clear,0.72,0.6515,0.39,0.194,107,270,377,1563,6102,7665
2012-06-15,summer,2012,June,16,not holiday,Friday,workingday,clear,0.72,0.6515,0.37,0.194,132,426,558,1563,6102,7665
2012-06-15,summer,2012,June,17,not holiday,Friday,workingday,clear,0.74,0.6515,0.37,0.2836,125,698,823,1563,6102,7665
2012-06-15,summer,2012,June,18,not holiday,Friday,workingday,clear,0.72,0.6515,0.39,0.2239,121,572,693,1563,6102,7665
2012-06-15,summer,2012,June,19,not holiday,Friday,workingday,clear,0.7,0.6364,0.42,0.1642,98,369,467,1563,6102,7665
2012-06-15,summer,2012,June,20,not holiday,Friday,workingday,clear,0.68,0.6364,0.44,0.194,89,296,385,1563,6102,7665
2012-06-15,summer,2012,June,21,not holiday,Friday,workingday,clear,0.66,0.6212,0.5,0.1045,83,250,333,1563,6102,7665
2012-06-15,summer,2012,June,22,not holiday,Friday,workingday,clear,0.64,0.6212,0.53,0.1343,79,242,321,1563,6102,7665
